DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA
"BEPANTOL DERMA PROTETOR LABIAL 4,5G",,2,"52,13999939","46,93000031",0,"16,75"
ASSEPMED,1% spray 50ml,3,"52,13999748","31,27999878",0,"5,690000057"
LUVA LATEX DESCARPACK TAM G,,2,52,"46,79999924",0,"17,98999977"
LUVA LATEX PROCED.G C/100 SUPERMAX-,,2,52,52,2,"18,86000061"
LUVAS LATEX LEMGRUBER PROCEDIMENTO CX C/100 TAM M,,2,52,"46,79999924",2,"17,01000023"
MEL COMPOSTO 220 G PLASTICO,,4,52,"44,19999886",2,"8,630000114"
SERINGA DESC. C/AGULHA DESCARPAK 20ML,,26,52,52,116,"0,819999993"
SPRAY APIS FRESH MEL/PROP./GENGIBRE ARTE NATIVA 35,,4,52,"46,79999924",21,"3,930000067"
ALGINAC,1+50+50+50MG CX 30 COMP,1,"51,72000122","41,38000107",0,"36,31000137"
SULFATO DE NEOMICINA+BACITRACINA ZI,5mg+250ui/g pom derm bg 15g,5,"51,40999889","25,71999979",4,"3,390000105"
CLORIDRATO DE TERBINAFINA,bg 20g,2,"51,29999924","25,65999985",2,"7,130000114"
"BRONCHO-VAXOM 3,5 MG",10 CAPSULAS,1,"51,15000153","40,91999817",0,"37,61999893"
AFTINE 20 ML.,AFTINE 20 ML. CIFARMA,2,"51,09999847","25,54000092",2,"6,539999962"
"MAXINOM POM 3,5G","pom oft bg x 3,5g",2,"50,97999954","40,77999878",0,"17,88999939"
FLAGYL 400 MG COMPR. C/24,,2,"50,90000153","40,72000122",1,"18,62999916"
NITAZOXANIDA 500MG 6 COMP,500mg cx 6 comp,1,"50,81999969","25,40999985",0,"24,88999939"
SOAPELLE SABONETE BARRA 80G,,2,"50,81999969","45,73999977",1,"16,57999992"
PULMICORT,"0,5mg sus neb cx 5 fr x 2ml",1,"50,20999908","40,16999817",0,"36,88999939"
ADAPALENO,GEL 30GR,1,"50,20000076","35,13999939",1,"15,85999966"
BRAC.AD.F.METAL BRIM/NYLON C/MANGUITO-,,1,50,25,0,35
CLOR.DE MAGNESIO PURO FARMAX 33G,,10,50,50,52,"4,230000019"
ATROVERAN 1G 12 COMP,1g x 20 cpr disp,4,"49,91999817","39,91999817",0,"9,069999695"
CHUP BORB SILIC ORTO T2 AZ ,,6,"49,80000114","48,14000082",1,"5,590000153"
CENTROVITAM KIDS LARANJA 120ML ,,2,"49,79999924","24,89999962",0,"7,199999809"
ABS.CAREFREE NEUTRALIZE C/15 UNID.,NEUTRALIZE VERMELHO C/15 UNID.,11,"49,50000048","49,50000048",9,"3,569999933"
CLORIDRATO DE HIDROXIZINA 100ML,10mg/5ml sol or fr 100ml,2,"49,5","24,73999977",0,"6,242000103"
TERM CLINICO DIGITAL TERMOMED AMARELO INTENSO INCO,,3,"49,5","42,89999962",2,"10,86999989"
CHUP OCEANO MASTER SIL ORTO T2 AZ ,,5,"49,49999809","49,49999809",3,"7,75"
"BRASART HCT 32012,5 30CP",,1,"49,43999863","43,00999832",0,"31,93000031"
VITAUM,300mg cx 30 comp rev,2,"49,34000015","24,65999985",6,"8,390000343"
MICOSTALAB,100mui sol or fr 50ml,2,"49,24000168","24,62000084",0,"6,974999905"
DOLAMIN 125 MG C/16 COMPR.,CX C/16 COMPR. FARMOQUIMICA,2,"48,93999863","39,15999985",1,"18,59000015"
MOTILIUM 10 MG.C/30 COMPR.,C/2 BLISTERS DE 15 COMPRIM,2,"48,86000061","39,08000183",1,"17,64999962"
CORUS H,"50+12,5mg cx 30 comp rev",1,"48,54999924","38,84000015",1,"34,06999969"
SUPOSITORIO DE GLICERINA ,"2,275g adt x 12sup ret",2,"48,54000092","31,56000042",1,"6,210000038"
RENU SENSITIVE,Pack-On 355+120ml  (+12% IPI),1,"48,5","38,79999924",1,"40,04000092"
SAB.REXONA DEO PROTECTION 12X84 GR,,3,"48,30000114","45,08000088",5,"1,190000057"
BOMB CHICLE CLORETS HORTELA 100UN (1-CX),,2,"48,24000168","38,59999847",4,"16,15999985"
GLIMEPIRIDA,4mg cx 2bl x 15 comp,1,"48,11999893","38,5",1,"11,60000038"
LENCO PAPEL KLEENEX CX C/50,,16,48,48,4,"2,150000095"
ACTINE SAB.LIQ.140ML,,2,"47,95999908","47,95999908",0,"23,70999908"
"LIBIAM 1,25 MG.C/28 COMPR.","1,25MG X 28 COMP                                  ",1,"47,83000183","38,25999832",0,"35,00999832"
ACEBROFILINA,5mg/ml xpe fr 120ml+cm,3,"47,76000023","39,80000019",2,"5,809999943"
GLICENIX 6SUP. LACTENTES,"0,91g cx 6 glicerol lactente",3,"47,76000023","23,88000011",1,"5,880000114"
ABS SYM SUAVE C/AB L8P7UN,,19,"47,5","47,5",12,"1,919999957"
OVESTRION CREME 50 G,50 GR,1,"47,45000076","37,95999908",2,"34,45000076"
FLETOP LO�AO 200ML,locao 200ml,1,"47,27000046","37,81999969",0,"34,81000137"
BRASART,160mg cx 30 comp rev,1,"46,81000137","37,45000076",0,"33,86000061"
NEUTROFER FOLICO GOTAS 30 ML,GOTAS FR C/30ML                                   ,1,"46,81000137","37,45000076",2,"36,31000137"
VITA SENIOR 30CPS-UN QUIM,,1,"46,70000076","23,35000038",2,"16,07666588"
NATURETTI,geleia pt 130g,1,"46,61000061","37,29000092",1,"34,70000076"
FRALDA HUGGIES T.MONICA JUMBINHO M 1X24 UNID,,3,"46,5","46,5",1,"13,44299984"
BENZODERM,emulsao fr 100ml,3,"46,29000092","23,15999937",5,"6,056666851"
ALCOOL 70 1L MEGA QUIMICA,,4,46,"39,09999943",0,"6,989999771"
ESPACADOR INAL-AIR ,,1,46,41,0,"24,89999962"
CLOR. METFORMINA 850 MG,30 COMPRIMIDOS,7,"45,59000111","33,27000022",2,"3,339999914"
ANTISEP PO TENYS PE BARUEL 100G ORIGINAL,,7,"45,5","45,5",4,"6,739999771"
LOZAN (CETOCONAZOL) CREME 2%,CETOCONAZOL CREME 30GR-TU,3,"45,47999954","37,89999962",16,"4,130000114"
REHIDRAZOL PO SABOR GUARANA C/04 ENV ,,3,"45,35999966","22,67999983",-1,"5,340000153"
CASPIOL 100 ML SHAMPOO,AROMA FLOR DO CAMPO  100 ML,11,"45,31999874","42,03999901",14,"5,5"
ABS.OB MINI C/10,OB MINI C/10,5,45,"43,19999981",14,"7,190000057"
DES.AER.REXONA WOMEN ERVA DOCE 90GR,,3,45,42,2,"6,989999771"
DESOD DOVE AERO 89G MEN EXTRA FRESH,,3,45,42,0,"8,899999619"
DESOD REXONA AEROSOL WOMEN BAMBOO 150ML,,3,45,39,2,"7,760000229"
LENCOS UMED HUGGIES CLASSIC 48UN,,5,45,45,1,"7,699999809"
NUTRINFAN INF 120 ML-DEMAIS PROD,,1,45,45,0,"26,62999916"
RIODEINE TOPICO SPR 100ML,,3,45,42,3,"8,06000042"
ESPACADOR ALUMINIO INAL AIR BABY,,1,"44,95000076","44,95000076",0,"29,96999931"
ANTIDIN 150MG 20 COMP,150mg cx 20 comp rev,2,"44,75999832","22,37999916",1,"5,559999943"
DES.AER.REXONA WOMEN ANTIBAC.PROTECTION ,,3,"44,69999886","38,73999977",3,"6,989999771"
RILAN SOLUCAO NASAL 4% 13 ML,4% NASAL 13 ML.,1,"44,66999817","35,74000168",0,"28,30999947"
MARESIS BABY 100ML,baby sol spray fr 100ml,1,"44,52999878","35,61999893",0,"33,99000168"
MARESIS JATO FORTE SPRAY 100ML,"0,9% jato forte",1,"44,52999878","35,61999893",0,"33,99000168"
GLIBENCLAMIDA 5MG 30 CAPS,5 mg 2 bl x 15 cps,4,"44,36000061","28,84000015",1,"2,806699991"
SINVASMAX,40mg cx 30 comp rev,1,"44,15999985","22,07999992",0,"4,993999958"
FRALDA MONICA T PROT JUMBINHO P 28UN,,2,44,"35,20000076",1,"14,31996632"
GLIMEPIRIDA 4MG 30COMP,4mg cx 2bl x 15 comp,1,44,"35,20000076",0,"11,93000031"
PAMP SUPERSEC PCTAO P 34UN,,2,44,44,6,"17,67000008"
DESALEX XPE 60ML-REFERENCIA,,1,"43,83000183","35,06000137",0,"30,78000069"
AMBROXMEL,XAROPE,3,"43,82999897","21,92999983",6,"4,599999905"
BEPANTOL BABY 100G,,1,"43,74000168","34,99000168",0,"30,12999916"
COLPADAK (MICONAZO)L CREME DERMAT.,MICONAZOL 28 GR-BF,2,"43,65999985","21,82999992",1,"6,210000038"
BELSPAN COMPOSTO GOTAS BELFAR,BELFAR 20 ML.GOTAS,3,"43,5","34,80000114",29,"7,110000134"
NITRATO DE MICONAZOL,28GR,3,"43,26000023","21,63000011",10,"4,346700191"
IMECAP HAIR 30 CAPS,cx 30 cap,1,"43,24000168","34,59000015",0,"28,82999992"
GLIBENCLAMIDA 5MG 30 COMP,5mg cx 30 comp,4,"43,08000183","21,55999947",0,"2,859999895"
"VITANOL A CREME 0,05% 30 GR","0,05% 30 GR",1,"43,04000092","34,43000031",0,"30,20000076"
PRAZOL 30 MG CAPS. C/14,,1,"42,90999985","34,33000183",1,"29,48999977"
LABCAINA GEL  30G,20mg/g gel bg 30g,4,"42,88999939","26,10999966",8,"4,210000038"
ARTROSIL 320 MG,10 CAPSULAS,1,"42,77000046","34,22000122",1,"31,30999947"
EXTRATO DE PROPOLIS (MAKROVIT),30 ML,3,"42,68999863","36,98999977",5,"9,460000038"
ATENOLOL,25mg cx 30 comp,6,"42,54000092","24,83999991",5,"1,350000024"
LINHACA 1000 MG 120 CAPS MERCOFARMA,,1,"42,5",34,0,"28,35000038"
NEUTROGENA PELE NORMAL SECA,200ML,5,"42,5","42,5",2,"10,14999962"
REMOVEDOR 100ML ACETONA FARMAX UN,,17,"42,5","42,5",1,"1,360000014"
COMBIRON GOTAS,30 ML,2,"42,19000053","33,75",3,"16,30999947"
OLEO RICINO MEDIC 30ML E24-FARMAX,,14,42,42,49,"2,294500113"
PRESERV OLLA LUB STIMULUS C 3,,7,42,42,14,"4,789999962"
SYM NOTURNO,8 ABSORVENTES,14,42,42,7,"31,87999916"
AVIANT 5MG 10 COMP,5mg cx 10 comp rev,1,"41,84000015","33,47000122",0,"29,51000023"
ALWAYS PROT DIARIO S/PERF PROMO 40UN,,4,"41,59999847","41,59999847",-1,"7,619999886"
ALICATE CUTICULA MUNDIAL PROFISSIONAL 722,PREMIERE LINE 722,1,"41,54999924","33,24000168",1,"27,87999916"
CHUP BORB SILIC ORTO T2 RS ,,5,"41,50000095","41,50000095",2,"5,53000021"
HIDROQUINONA,40mg/g bg x 30g,1,"41,16999817","32,93999863",0,"19,37000084"
CETOCONAZOL,20MG/G CREME BG 30G,2,"41,15999985","20,57999992",9,"5,736700058"
ESPIRONOLACTONA,25MG CX 30 COMP,2,41,"26,64999962",3,"6,664999962"
ACIDO TRANEXAMICO 250MG 12CPR-LEGRAND,,1,"40,86999893","20,44000053",0,"25,12000084"
MIRANOVA,"0,10mg+0,02mg cx 21 drg",2,"40,73999977","32,5899992",0,"15,02000046"
AS-MED 100MG INFANTIL C/200 COMP ,,1,"40,63999939","20,31999969",0,"11,72999954"
AMBROXMEL SPR FR 30ML SBR GENGIBRE,,3,"40,5",27,0,"3,680000067"
SUPRELLE,"1+0,5MG CX 28 COMP",1,"40,43999863","32,34999847",1,"28,07999992"
SINVAX,40mg cx 30 comp rev,1,"40,34999847","20,17000008",2,"8,140000343"
DICLIN,"2+0,035MG CX 63 COMP",1,"40,06000137","32,04999924",1,"27,82999992"
MULTIGRIP,10 CAPSULAS,5,40,20,0,"48,36999893"
POLYDRAT 4 ENV. ,"display 4 env po x 27,9g sb natural",2,40,20,1,"5,343299866"
SUPREFORCE AZ 60 CPS FORHEALTH,,1,40,28,5,"8,989999771"
CLORIDRATO DE METFORMINA 500MG 30 COMP TEUTO,500mg cx 30 comp,4,"39,91999817","19,95999908",0,"2,882499933"
CONJ INFANT PENTE+ESCOV COLOR ,,3,"39,90000057","37,24000072",1,"8,920000076"
PRED FORTE 5 ML,5 ML,1,"39,88999939","31,90999985",2,"29,70000076"
"COLCHIN 0,5MG 1X20 COMP",,2,"39,86000061","19,94000053",0,"3,99000001"
MAMAD BIG COLOR 330 ML AZ BL ,,2,"39,79999924","39,79999924",1,"13,51000023"
HEMOPROCT POM 30G,pom bg 30g,2,"39,59999847","25,73999977",0,"4,989999771"
ALENDRONATO DE SODIO 70MG 4 COMP,70mg cx 4 comp,1,"39,47000122","19,73999977",0,"5,730000019"
GROW FERRO 100MG/ML DOCE DE LEITE 30ML ,,1,"39,40000153","31,52000046",1,"29,54999924"
METILDOPA 500 MG C/30 BIOSINTETICA,BIOSINTETICA GENERICO ,1,"39,40000153","19,70000076",1,"15,41499996"
FAGICO 4MG GOTAS 20ML,4mg sol oral fr gts 20ml,2,"39,15999985","31,31999969",2,"13,81000042"
DICLOFENACO DE DIETILANOMIO,10mg gel derm bg 60g,3,"39,04999924","19,51999998",1,"4,960000038"
DIPIRONA SODICA 100ML,50mg fr 100ml,3,"39,0199995","19,50999975",0,"3,566699982"
PROPOLIS GENGIBRE E ROMA 30 ML SPRAY (VIDRO),,3,39,39,3,"6,5"
PROPOLIS SPRAYZIIN 30 ML MEL/PROP/AGRIAO ZIIN ZIIN,,3,39,"33,79999924",1,"4,880000114"
CLORIDRATO DE METFORMINA 500 MERCK,MERCK 500 MG.C/30 COMP. ,3,"38,96999931","19,46999931",0,"3,226700068"
TENADREN 80 MG C/30 COMP.NOVAQUIMIC,NOVAQUIMICA,2,"38,93999863","31,14999962",8,"14,90999985"
FENERGAN 25 MG COMPR. C/20,,3,"38,81999874","31,05000114",3,"9,75"
SINOT,875mg cx 14 comp rev,1,"38,41999817","30,73999977",1,"26,39999962"
INF PROTETOR MAMILO LOLLY,,3,"38,40000057","38,40000057",3,"9,989999771"
GUARA ACAO,30 CAPSULAS,3,"38,1600008","33,08000088",7,"5,329999924"
GLICEL PEDIATRICO C/ 6 UN,"1,667g sup c/6",6,"38,09999847","25,6600008",2,"6,552800179"
CEPACOL SOL.MENTA L500P350 ML          LP:N,,2,38,"30,39999962",2,"13,29500008"
ABS INTIMUS GEL C-ABAS SUAVE TRIPLA PROT L9P8UN (1,,10,"37,99999952","37,99999952",26,"2,829999924"
FORITUS,500mg cx 14 comp rev,1,"37,81999969","30,26000023",3,"28,54999924"
LEVORDIOL COMPR. C/28,,2,"37,81999969","30,26000023",0,"13,40999985"
TENOXICAM,20MG CX 10 COMP,1,"37,81000137","18,89999962",1,"9,600000381"
LUFTAGASTROPRO 24SACHES,sus oral 24 sache 10ml emb mult,1,"37,77999878","30,21999931",0,"29,29999924"
PROPRANOLOL 80 MG COMPR. C/30 SIGMA,SIGMA ,2,"37,54000092","18,78000069",0,"8,630000114"
DESOD AERO MONANGE FLOR LAVANDA 150ML (1-UN),,5,"37,5","37,5",2,"4,974999905"
DESOD AERO MONANGE HIDRAT INTENSIVA 150ML (1-UN),,5,"37,5","37,5",1,"4,974999905"
SAB ACTINE CONTROL LIQ 140 ML,,1,"37,5",30,1,"24,31999969"
"COCICHIMIL 0,5MG 20CPR-MULTILAB",,2,"37,31999969","18,65999985",1,"5,849999905"
BETNOVATE CREME 30 G SIMPLES,30 GR CR.SIMPLES,1,"37,22999954","29,78000069",1,"20,62999916"
PAMP LENCOS UMEDECIDOS REG 2X48UN,,2,37,37,0,"13,94999981"
SAB.REXONA COTTON FRESH 12X84 GR,,2,37,"33,30000019",6,"1,190000057"
SIGMALIV XAROPE,60 ML,1,"36,97999954","29,57999992",2,"23,86000061"
PROPIONATO DE CLOBETASOL,"0,5mg/g pom bg 30g",2,"36,91999817","18,45999908",2,"5,590000153"
BIOFENAC 50 MG,10 COMPRIMIDOS,3,"36,86999989","29,48999977",0,"8,619999886"
"FLOXICAM 20MG 1X15 CAPS DURA (+) S.T: R$ 5,76 - NE",,3,"36,81000137","18,39000034",0,"3,359999895"
OILATUM SABONETE 100 G,,1,"36,81000137","29,45000076",0,"24,54000092"
CLORIDRATO DE METFORMINA 850MG 30 COMP,850mg x 30cpr rev,2,"36,79999924","18,39999962",1,"5,429999828"
DAYVIT KIDS 120ML,ct fr plas x 120ml,1,"36,74000168","29,38999939",0,"26,86000061"
CD COLGATE TOTAL 12 70G PROF GENG SAUD,,7,"36,61000013","36,61000013",5,"4,690000057"
CANESTEN CREME 20 GR,"20 GR""CREME""",2,"36,40999985","29,13000011",0,"14,01000023"
SINTAFLAT 40MG 20 COMP,40mg cx 20 comp,3,"36,15000057","24,11000061",1,"1,902999997"
LOPROX SOL. 15 ML,15 ML SOLUCAO,1,"36,06999969","28,86000061",1,"26,73999977"
ABS INTERNO INTIMUS 8UN MINI,,6,36,36,-1,"17,85000038"
"ALCOOL SANTA CRUZ 92,8.A COMUM 500ML",,8,36,36,6,4
CHOCALHO TRICOLOR ,,3,36,"33,60000038",0,"7,599999905"
DESOD REXONA AERO SYSTEM 90G MEN QUANTUM,,3,36,36,4,"8,550000191"
TESOURA INF C/CAPA SPECIAL BC,,2,36,"32,39999962",0,"11,77000046"
"TOALHA DE PAPEL BELIPEL BRANCA 20,5X23 1X1000 GR",,3,36,30,0,"9,020000458"
MICRODIOL C/21 COMPR.  *,ENV.C/21 COMPR.,1,"35,72000122","28,57999992",1,"25,71999931"
FLOGORAL 30ML,LIQUIDO,1,"35,66999817","28,54000092",1,"25,32999992"
ANDRIODERMOL 50 ML,50 ML,2,"35,58000183","28,45999908",0,"12,81999969"
AREMAZ XPE 100ML,,1,"35,54000092","28,43000031",0,"29,62000084"
AEROGOLD 100MCG 200DOSES,100mcg po aer inal fr 200 doses,1,"35,52999878","28,42000008",0,"23,63999939"
IROSE 500MG 6 COMP,500 mg x 6 cpr,1,"35,36000061","28,29000092",1,"21,12999916"
SYNTHROID 75MCG COMPR.C/30 VIOLE,75 MG C/30,1,"35,31000137","28,25",0,"24,51000023"
FLORATIL PED.1 G C/6 ENVELOPES,COD.(7891721001970)1 G C/6 ENV.,1,"35,29999924","28,23999977",2,"23,63999939"
CURATIVOS BAND-AID PEQUENOS FERIMENTOS,16 UNIDADES,11,"35,20000052","35,20000052",41,"3,75"
CALMASYN 300MG C/20 COM REV ,,1,"35,16999817","17,57999992",2,"8,149999619"
MAM SPECIAL 250ML SILORTO AZ 3062-01-AZ,,2,35,"31,5",1,"15,14000034"
PEDRA HUME PURA EM PO 20G,,14,35,35,29,"1,899999976"
NARATANO,"2,5mg cx 10 comp rev",1,"34,97999954","17,48999977",1,"16,81999969"
DIAMICRON MR C/30 COMPRIMIDOS,C/ 30 COMP,1,"34,91999817","27,94000053",2,"24,71999931"
MALEATO DE ENALAPRIL 20MG 30 COMP,20mg cx 30 comp,1,"34,84999847","17,42000008",1,"7,980000019"
"MELOXICAM 7,5MG 10 COMP","7,5mg cx 10 comp",2,"34,84000015","17,42000008",0,"3,200000048"
ABS.SEMPRE LIVRE ADAPT C/ABAS SUAVE C/8,AGENTES NATURAIS,12,"34,80000114","34,74000096",9,"2,650000095"
EUTHYROX 100MCG,50 COMPRIMIDOS,1,"34,50999832","27,61000061",2,"24,71999931"
MASCARA DESCART.ELASTICA C/50 DESCARPACK-,,3,"34,5","34,5",2,"8,989999771"
METICORTEN  5MG 20 COM.,,2,"34,40000153","27,52000046",3,"12,90999985"
PRESTO3 ICE PB L4P3,,2,"34,25999832","34,25999832",1,"13,1833334"
BRAC.EXTRA GRANDE NYLON C/MANGUITO BM-,,1,"34,25","17,12999916",0,"34,25"
DEXADOR INJ.(1ML B X 2 ML A),CX.C/3 AMPOLAS,1,"34,20000076","27,36000061",12,"8,210000038"
LAMINA BARBEAR BIC PLATINUM CT.C/10X05,,1,"34,11000061","27,29000092",0,"34,33000183"
BALSAMO BENGUE,"0,10+0,50g aer fr 60g",1,"34,06999969","27,26000023",0,"22,69000053"
FIO DENTAL HILLO EXTRA FINO 100 METROS,,17,34,34,32,"2,309999943"
SH SEDA OLEO HIDRATACAO 325ML,,4,34,34,-1,"5,300000191"
MUCOSOLVAN XAROPE ADULTO 120 ML*,XPE AD 120 ML,1,"33,97999954","27,18000031",0,"25,19000053"
TOBRACIN-D,"0,3+0,1% SUS OFT FR 5ML",1,"33,97000122","27,18000031",2,"22,47999954"
GINKGO ES - 45 CAPS 80 MG VITALAB,,1,"33,90000153","16,95000076",0,"13,69999981"
CLOB-X 30 GR CREME,GALBERMA CREME 30 GR,1,"33,83000183","27,05999947",0,"24,87999916"
REPELENTE XO INSETO SPRAY 200ML ,,2,"33,79999924","30,42000008",0,"11,18999958"
GINNA,"0,02g crem vag bg 40g+7aplic",1,"33,45999908","26,77000046",0,"25,10000038"
CILOSTAZOL 100MG C/30 COMP BIO-GENERICO,,1,"33,36000061","26,69000053",0,"19,29999924"
DEXAMETASONA,4mg cx 10 comp,3,"33,30000114","16,65000057",0,"2,879999876"
LISTERINE ZERO MENTA VERDE 500ML,,2,33,"26,39999962",0,"11,62300014"
SABONETE DE AROEIRA,100G,11,33,33,6,"2,630000114"
VOXX CARBOGEL SAC 30G DPL X 10 SBR TANG,,1,33,"26,39999962",1,"22,84000015"
"TENADREN 40 MG COMPR""NOVAQUIMICA""""",C/30 COMP.NOVAQUIMICA,3,"32,87000084","26,30000114",1,"8,449999809"
ULTRAPROCT LDO,1+20mg/g creme bg 30g+aplic,1,"32,86000061","26,29000092",0,"24,96999931"
DOMPERIDONA,10mg cx 30 comp,2,"32,81999969","21,32999992",5,"4,356699944"
DIACQUA 50MG 30COMP,30COMP,1,"32,70999908","26,17000008",3,"23,95000076"
CHOCALHO TIP RS BL ,,3,"32,69999886","32,69999886",1,"7,190000057"
TINT BIOCOLOR MINI KIT 2.0 PRETO AZULADO INCRIVEL,,3,"32,69999886","32,69999886",1,"6,480000019"
ESPIRONOLACTONA,50mg cx 30 comp,1,"32,52999878","16,27000046",2,"9,600000381"
ABS ALWAYS NOITE TRANQ SC C/AB L8P7,,5,"32,5","31,19999981",14,"4,875"
AMBROL 15MG/5ML XPE PED FRAMBOESA 100ML ,,2,"32,31999969","16,15999985",4,"3,308333397"
COLAGENO + VIT C 120 CAPS MERCOFARMA,,1,32,32,0,"14,36999989"
"HEDERA CIMED 7,0 MG/ML SOL OR FR 100 ML",,1,32,16,0,"5,690000057"
LEIBA 12 CAPS,fr 12 cap,1,32,"25,60000038",1,"19,29000092"
NEOSALDINA,4 DRG,8,32,"25,60000038",9,"187,6499939"
VALYANNE,50mg cx 20 comp rev,2,"31,84000015","15,92000008",0,"4,485000134"
"GLUCOVANCE 500/2,5MG.C/30 COMP.","C/30 COMPR.500/2,5 MG.",1,"31,79999924","31,79999924",1,"20,95999908"
AEROLIN XAROPE 120 ML          *,XPE C/120 ML,3,"31,65000057","25,31999874",3,"7,659999847"
CLORANA 50 MG C/20 COMPRIMIDOS,C/20 COMPRIMIDOS,3,"31,65000057","25,31999874",2,"8,039999962"
GLICEL,"0,831g cx 6 sup inf",2,"31,63999939","15,81999969",0,"4,860000134"
ABS OB INTERN COMFORT MEDIO C 8,,4,"31,60000038","31,60000038",0,"5,159999847"
ABS OB INTERN COMFORT SUPER C 8,,4,"31,60000038","31,60000038",0,"5,159999847"
DESOD AERO MONANGE HIDRAT INTENSIVA 150ML ,,4,"31,60000038","30,02000046",1,"4,985000134"
CILOSTAZOL 50MG 30 COMP,50mg x 30cpr,1,"31,59000015","15,80000019",0,"9,699999809"
ALGODAO 50G CX N ESTERIL-MELHORMED,,9,"31,5","31,5",3,"2,409199953"
CR DENT COLG T12 CLEAN MINT 140G,,3,"31,5","29,39999962",0,"6,789999962"
ALENDRONATO DE SODIO 70MG 4 COMP,70mg x 4 cpr,1,"31,35000038","15,67000008",1,"4,360000134"
FOLDAN POMADA 45 G,POMADA 45 GR,1,"31,35000038","25,07999992",4,"23,60000038"
FLORATIL 200 MG C/6 CAPSULAS,COD.(7891721030437)200 MG C/6 CAPS,1,"31,34000015","25,06999969",0,"15,38000011"
EVANOR CARTELHA C/21 COMPR,CX.C/3 CARTELHAS,4,"31,31999969","29,75",5,"5,869999886"
SH CLEAR ANTI CASPA 200ML QDA CONTROL MEN,,3,"31,22999954","31,22999954",2,"8,989999771"
CICLOPRIMOGYN,"2mg +0,25mg cx 21 drg",3,"31,19999886","24,95999908",3,"8,170000076"
BALSAMO BENGUE GEL 20 G      (R),INCOLOR NAO GORDUROSO.,2,"31,18000031","24,94999981",2,"11,35999966"
SINVASTATINA 20MG 30 COMP,20mg x 30cpr rev,2,"31,04000092","23,28000069",0,"4,730000019"
MICONAL 100MG 4 CAPS,100mg cx 4 cap,1,"30,82999992","24,65999985",0,"20,29000092"
PILHAS DURACEL,2 PILHAS,7,"30,80000067","30,80000067","14,39999962","6,050000191"
SAB GRANADO GLIC E DOC BEBE 250M,,2,"30,79999924","30,79999924",0,"10,43000031"
DIPIRONA SODICA GOTAS 20ML,500mg/ml sol or fr gts 20ml,2,"30,70000076","15,34000015",0,"1,745000005"
MALEATO DE ENALAPRIL 10MG 30 COMP,10mg cx 30 comp,2,"30,60000038","15,30000019",0,"4,150000095"
FLOGORAL,cx 12 past sb cereja,2,"30,47999954","24,37999916",4,"9,180000305"
PREDSIM GOTAS,11mg fr 20ml,1,"30,47999954","24,37999916",2,"21,87000084"
LABCAINA 50MG POM 25G,50mg pom derm bg 25g,2,"30,39999962","15,19999981",2,"4,849999905"
"VALESSONE 225,75MG C/20 CPR REV",,1,"30,39999962","15,19999981",1,"9,043700218"
FENTIZOL,creme derm bg 20g,1,"30,19000053","24,14999962",1,"22,75"
VAGICAND,"0,02g/g crem vag bg 40g+7aplic",1,"30,04000092","24,03000069",1,"21,19000053"
ANTISEPT PO TENYS PE BARUEL BARCELONA 100G (1-UN),,4,30,30,0,"5,487666607"
BRINCO STUDEX,,3,30,30,61,"6,5"
COND SEDA LISO EXTREMO 325ML (1-UN),,3,30,30,2,"7,559999943"
DES.AER.REXONA WOMEN INVISIBLE 90GR,,2,30,27,4,"6,989999771"
DESOD AERO MONANGE FRUTAS VERMELHAS 150ML (1-UN),,4,30,30,1,"5,010000229"
DESOD AERO REXONA MEN ACTIVE L150P120ML (1-UN),,2,30,30,1,"7,19299984"
HIPOGLOS POM 90G,,1,30,24,4,"23,40999985"
PILHA PALITO AAA DURACELL 2 UN,,4,30,30,-2,"30,37999916"
SOLUCAO A BASE DE AMONIA 100ML,,15,30,30,8,"1,200000048"
"SUCO Q.MORGADO DE UVA INTEGRAL 1X1,5 LT",,2,30,15,0,"10,38000011"
XO INSETO 15% LOC FR 200 ML,,3,30,30,15,"0,600000024"
FLORAX PEDIATRICO C/5 FLACONETES,PEDIATRICO C/5 FLACONETES C/5ML,1,"29,98999977","23,98999977",0,"22,13999939"
BOMB CHICLE TRIDENT FRESH INTENSE C-21UN (1-DP),,1,"29,79999924","23,84000015",1,"19,03000069"
CHUP KUKA LOVELY BICO ORTO SILIC 2 ROSA ,,2,"29,79999924","29,79999924",0,"10,48999977"
DES.AER.REXONA MEN TORCEDOR FANATICO ,,2,"29,79999924","26,81999969",0,"7,916999817"
DESLORATADINA XPE 60ML,"0,5 mg/ml xpe x 60 ml",1,"29,71999931","14,85999966",1,"9,005000114"
DESONIDA CREME 30G,"0,5mg creme bg 30g",1,"29,70999908","14,85000038",2,"8,270000458"
PERIOGARD SEM ALCOOL EXTRA MINT 250ML,,1,"29,70000076","23,76000023",0,"17,5"
CRISTALIN,"0,025+0,03% sol oft fr 15ml",3,"29,57000065","25,69000053",1,"7,309999943"
FLORATE,"1,0mg/ml sus oft fr gts 5ml",1,"29,55999947","23,64999962",2,"22,64999962"
MALEATO DE TIMOLOL,"0,5% SOL GTS FR 5ML",3,"29,48999977","20,63000011",3,"3,849999905"
